143,143,148,148,148,148,148,148,148,148,148,148,148,147,148,148,148,143,148,148,143,143,148,148,148,143,143,143,143,143
148,148,148,148,148,145,143,148,143,148,148,148,148,148,148,148,148,145,145,148,148,148,148,145,145,147,148,145,148,148
148,148,145,147,148,148,145,148,148,148,143,143,143,143,143,148,148,148,145,147,148,148,143,148,144,148,147,145,148,148
148,148,148,159,144,148,148,148,143,143,143,143,150,143,148,147,143,144,148,148,148,148,143,145,145,159,148,144,148,143
143,145,143,145,147,143,143,148,148,143,165,143,161,143,148,145,145,143,143,148,148,148,143,145,147,148,145,148,143,143
143,147,143,145,148,148,148,143,143,151,160,152,175,148,148,148,148,143,143,148,148,148,148,143,143,143,148,148,148,148
143,143,148,148,143,143,143,149,160,175,143,161,143,148,143,143,143,143,148,148,148,148,148,148,148,143,148,148,147,148
143,143,143,148,148,143,143,143,148,143,143,161,143,143,157,158,143,143,143,143,143,143,143,143,143,148,148,148,148,143
143,143,148,147,148,143,143,148,148,143,143,161,143,143,168,169,143,151,160,160,171,143,143,148,145,148,143,143,143,143
143,148,148,148,148,143,148,148,143,143,143,162,160,160,174,174,160,164,143,143,143,143,148,148,143,143,143,143,148,148
148,148,145,143,143,148,148,148,143,143,143,161,143,143,143,143,143,161,143,148,148,148,148,143,143,148,148,145,143,148
148,148,148,148,148,148,143,148,148,143,143,161,143,165,143,143,143,173,153,143,148,143,143,143,148,148,144,148,148,143
143,143,143,148,148,143,145,143,143,143,143,173,160,160,160,153,143,143,161,143,148,143,148,143,148,148,143,148,148,143
148,144,143,147,148,148,147,143,143,143,143,143,143,143,143,173,160,160,174,160,153,143,143,147,148,148,148,148,143,143
148,148,148,145,159,145,147,148,145,143,148,143,143,143,143,143,148,148,143,143,161,143,143,143,148,148,143,143,143,143
148,143,148,148,148,144,143,143,143,143,143,143,143,148,143,148,148,148,148,143,172,143,143,148,148,148,145,148,143,143
143,143,147,148,145,148,148,143,143,143,143,143,147,145,143,148,148,148,143,143,143,148,148,148,145,143,143,147,143,148
143,147,143,143,148,148,143,143,143,148,148,143,148,148,148,143,147,148,143,143,148,148,143,143,147,159,148,144,148,143
148,148,148,143,143,148,145,148,148,148,143,145,148,148,148,148,145,145,148,148,148,143,144,145,148,148,147,148,148,148
143,143,148,143,143,143,143,143,143,143,148,148,143,145,147,148,148,143,148,148,148,143,143,148,147,145,145,145,148,148
