176,178,180,178,178,177,178,178,178,178,203,203,178,178,203,178,203,180,180,176,203,178,178,203,203,178,178,178,176,203
178,178,203,180,203,176,178,178,177,178,203,178,178,203,176,178,178,180,180,177,180,203,178,178,178,176,180,203,178,178
178,180,178,176,203,178,178,180,178,178,176,178,203,178,178,180,177,178,178,203,178,192,178,176,178,178,203,203,192,180
176,178,178,178,178,178,176,178,176,180,180,178,180,178,178,176,178,178,203,180,203,178,178,178,178,178,176,176,177,180
176,203,203,178,177,178,180,203,180,178,180,180,180,192,203,178,178,178,176,178,178,203,203,178,178,178,178,178,178,178
178,178,180,180,180,178,177,178,203,203,178,180,203,178,203,203,178,178,178,177,178,178,178,192,178,176,178,178,176,177
203,178,178,178,203,176,176,180,178,178,178,178,203,176,176,176,203,203,178,180,178,178,178,178,178,176,203,178,180,178
178,176,178,178,176,203,203,178,178,180,178,176,178,178,178,203,178,178,178,178,180,178,176,178,203,203,178,178,180,178
203,176,178,180,180,203,180,178,178,176,178,178,178,178,178,203,178,178,178,178,177,178,178,178,180,178,203,176,178,176
178,178,178,178,176,178,178,180,180,178,178,178,203,178,178,178,178,178,176,178,176,180,178,178,178,178,178,180,178,178
176,180,178,178,178,178,178,178,177,176,178,203,178,176,178,178,178,178,203,178,178,178,203,177,178,203,176,177,180,180
180,203,178,178,178,178,178,178,178,203,178,178,178,203,176,178,178,178,178,178,178,178,178,178,178,178,180,178,178,203
178,178,178,203,177,178,178,203,178,178,203,178,178,178,178,178,203,178,203,178,203,176,178,178,178,178,178,178,178,203
176,176,178,178,178,178,180,178,178,180,178,180,178,178,177,178,180,180,180,178,178,180,178,178,203,180,178,178,192,178
178,178,178,178,176,180,178,178,178,177,178,178,176,178,178,178,180,176,178,178,178,178,203,178,178,176,178,178,178,203
178,177,178,176,203,203,180,176,178,178,178,178,203,178,203,178,178,178,180,180,178,178,176,178,178,178,178,176,178,203
178,176,180,178,192,178,178,178,178,178,178,178,178,178,178,178,176,178,180,178,178,178,178,178,178,192,180,178,178,178
180,178,178,178,178,180,176,203,203,178,203,180,180,178,178,178,178,178,178,176,180,178,177,180,178,178,203,178,177,178
178,180,203,180,178,178,178,177,178,178,178,178,176,180,178,203,178,180,180,178,178,178,180,180,176,178,178,176,178,203
178,178,178,176,178,178,203,178,178,176,178,180,178,203,178,176,178,203,203,203,178,180,178,177,178,203,178,178,178,178
