209,209,214,214,209,209,209,209,214,209,214,209,209,209,214,214,211,214,209,209,214,214,214,209,209,209,214,214,214,209
214,209,209,214,214,214,214,214,214,214,214,214,214,214,214,211,210,214,214,214,214,214,209,209,209,214,214,214,214,209
214,214,214,225,214,214,209,209,209,209,214,209,214,214,214,214,214,209,214,209,214,214,209,214,209,214,214,211,214,214
214,209,211,211,214,211,214,214,214,214,214,214,209,214,209,214,209,209,209,214,214,209,209,209,209,214,214,214,211,214
214,214,211,214,210,214,214,214,214,214,214,214,209,215,226,219,209,209,214,214,209,209,209,209,209,209,209,214,214,214
214,214,214,214,214,214,214,214,214,214,209,214,209,209,209,227,209,214,214,209,231,209,209,223,224,209,209,214,214,209
214,214,214,209,214,214,209,209,214,214,209,209,214,214,214,239,226,218,226,226,226,219,209,234,235,209,209,209,209,209
214,209,214,214,214,214,214,214,209,214,214,211,214,209,209,209,209,227,214,214,209,239,226,240,240,226,219,209,214,209
209,209,214,209,214,214,214,214,211,214,209,209,214,209,209,214,214,227,209,209,209,214,209,209,209,209,227,209,214,209
209,214,214,209,209,209,209,209,214,214,214,214,209,214,214,214,209,239,226,237,209,214,214,209,231,209,227,209,214,214
209,209,209,231,209,209,209,214,214,209,214,214,209,216,209,214,209,209,209,209,209,214,209,217,226,226,230,209,209,209
214,214,217,226,219,209,214,209,209,209,214,214,217,241,209,209,214,214,214,209,209,214,214,227,214,209,239,219,214,209
209,214,227,209,227,214,209,223,224,209,214,209,227,209,209,214,214,214,211,211,209,214,209,227,209,214,209,227,209,214
209,217,241,209,227,209,209,234,235,209,231,209,227,209,209,214,209,214,210,209,211,214,209,239,226,226,226,241,214,214
209,227,209,214,228,226,226,240,240,226,226,226,240,226,219,209,209,209,209,214,214,209,209,214,209,209,209,209,209,209
209,227,214,209,227,209,209,214,209,209,209,209,214,214,239,226,219,209,209,214,214,209,209,214,209,214,209,214,209,209
209,239,226,226,241,209,209,214,214,214,214,214,209,209,209,209,227,209,209,209,214,214,214,214,214,214,211,225,214,214
209,214,209,209,214,209,209,225,209,210,214,214,209,214,209,209,238,209,209,209,209,214,214,214,211,211,211,214,214,209
209,214,214,209,209,214,209,211,211,214,211,214,214,214,214,214,209,214,209,214,209,209,209,211,211,214,214,210,209,209
209,214,214,214,214,214,214,214,211,211,209,209,214,214,214,214,214,214,209,214,214,209,214,210,214,211,211,209,214,209
